Rowid,Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,Transaction ID,Fraud Flag or Label,Transaction Source,IP Address,Device Information
6648,2021-03-13 08:48:33,4647.69,Umang Bandi,969883c00bc53787481d14ff31a3f875b24084cb075f8b524b11042aff66f250,Walla Group,Siliguri,USD,American Express,01/27,08d0ce3d-e343-4ecd-a276-f6136a9ade82,0,In-Person,218.92.65.213,Desktop
6649,2021-06-20 14:42:12,2320.41,Aayush Varkey,bfd702d811c0e99d8343e560d693b3323a7d669005740c2671150a0b910c116a,"Mall, Brar and Chaudhari",Gorakhpur,INR,MasterCard,05/26,c8a61cf1-03f6-4b80-bef1-cfa6f30d6f41,1,In-Person,80.207.210.179,Tablet
6650,2022-01-31 10:54:32,240.56,Anay Dalal,8b7b39ea9c4a530bbee7822fdf5845aaadf10b3490260ae3f60f98e2c16638b9,"Trivedi, Randhawa and Bhatt",Barasat,EUR,Visa,02/28,9a292b44-6985-47fe-bf53-98fa1b577128,1,Online,35.215.230.129,Mobile
6651,2022-06-15 23:40:25,3920.33,Romil Kala,3bbb59076a3bdfa8ba1b6d8953b26da0d3ecdf4cb1e240a3a00ffe0352453f0f,"Sani, Bahri and Bail",Udaipur,EUR,American Express,11/26,ffce01f0-151b-4057-94d3-5f5f4a315919,1,Online,34.204.62.67,Desktop
6652,2022-02-10 17:51:26,2523.37,Elakshi Dhar,f2e232795e0233c378bbc8869c88d195e5d80272720463783a0872ba160107eb,Ramachandran and Sons,Sasaram,INR,MasterCard,04/32,4bdcaddc-d17a-476e-8996-62a7a5634653,1,Online,171.22.144.255,Tablet
6653,2022-09-14 04:54:28,2052.66,Shray Shanker,70e141c54a8109a4f039c487dfb2d5840086ceba9f9eb73216d41eea519babd3,"Batta, Kadakia and Deol",Pudukkottai,INR,MasterCard,08/28,3b67bf06-2218-4dae-8079-4c4b076b4ee2,0,In-Person,202.157.202.248,Desktop
6654,2023-03-01 16:49:53,2054.88,Vihaan Soman,14192826a4b19929d9a50bf0b3e37d0b8ce45acd5c730392de5943463d09ba26,Dani and Sons,Kirari Suleman Nagar,INR,Visa,02/33,c84b2ada-4e46-4302-8fc2-b88ab10d773f,0,In-Person,50.30.132.93,Tablet
6655,2021-11-16 09:48:30,4510.86,Riya Anne,192e830d1f334b514f665491dac1dddc4e5dd8a32052c803b2da7f8f2c83504c,"Deshmukh, Sampath and Agate",Etawah,USD,American Express,05/30,f4acc694-cce6-4fb8-a268-a95657b02953,1,Online,4.63.138.238,Mobile
6656,2023-05-23 07:37:43,3624.21,Vanya Bhattacharyya,0f2a037820b73105efe1c3a251280b8651cbbda9556e3cf414ae4dacda8d83f3,Sachdev-Apte,Dibrugarh,EUR,MasterCard,08/28,7c140aba-da5f-45be-b2b4-fad097cac5e9,1,In-Person,194.95.163.216,Desktop
6657,2021-07-01 10:27:02,1471.23,Siya Sharma,fd9b6bcf6df44d435fba4123d2b755ea0bc78ef63862eca5cced9eab64acce0d,Dasgupta LLC,Imphal,INR,American Express,01/28,5a9fae30-b4d3-4cf6-8e16-9fa4b0aa5836,0,In-Person,174.71.237.125,Desktop
6658,2021-04-24 00:15:05,4209.47,Jiya Kalita,01e3ef397bd42672b3a15963630c2dfecc320fb8ee2b6921f8f511c01babbade,Kant-Kurian,Bareilly,INR,MasterCard,10/24,21a39762-7ca4-488d-94e0-93671c66c6ff,1,In-Person,187.182.25.126,Desktop
6659,2020-05-08 16:20:07,4665.16,Hrishita Verma,2dd3f6801324fa1be70e61c5f7d01f140d7c1fde77c722857ea3492cd52f4266,"Kumar, Bawa and Brar",Anantapur,INR,Visa,01/30,b5319695-d8a8-4390-8967-ddb267e1051d,0,Online,218.49.118.114,Mobile
6660,2021-08-14 18:04:32,2800.89,Yakshit Raja,992eb32318021752965526ea3ba475539301b9a2b076e0c3d148ecbd31311d5f,"Chanda, Singhal and Sura",Bhiwani,EUR,MasterCard,01/26,a2898779-3f4f-4158-bc33-a94e5727502b,0,Online,217.29.82.209,Tablet
6661,2022-05-12 19:20:55,3884.26,Kiaan Sachdeva,b6ec81e507e268f75220de685733f3af18c7e05442c1f03dd264e5d14ef81496,Suri Group,Rohtak,INR,MasterCard,05/31,22b42083-a426-4f28-802a-7937906e2eef,0,In-Person,128.186.120.255,Tablet
6662,2021-03-06 15:37:29,2102.3,Gokul Bakshi,5e1b26cd3ca840b7c18be616d6796b2699bbecd6073959fd437d649e9868ee91,Dhawan Group,Kottayam,INR,American Express,05/27,34aa092d-2b7a-48a5-8509-16b8aebf8653,1,In-Person,13.104.253.219,Tablet
6663,2021-09-18 17:26:02,4204.77,Nayantara Rastogi,13f3f8796620cbb3c505c7f0ba395900f57f096380d61e44de1803d883d97e90,Bassi-Atwal,Haridwar,USD,MasterCard,04/28,5b2953d9-bd79-42e7-a36e-198e00096850,0,In-Person,162.18.116.13,Tablet
6664,2022-09-27 05:57:00,3454.84,Shalv Brar,41e39d4210b97c0ecf0a4ba747f82ee8d654c4a88a60ca0451e582e2e35e717f,"Deep, Viswanathan and Chacko",Ongole,INR,MasterCard,12/27,08d1a660-1e62-47af-a4ad-646144aae040,0,Online,187.204.201.170,Desktop
6665,2022-12-23 03:49:57,2793.92,Siya Balakrishnan,54e10b9c9b47c452a184d66bc03a5cb3420a4840d282a1143b598ecf6ac8f87c,Grover-Talwar,Kavali,INR,American Express,06/25,cc4c390b-0847-4435-a467-551e5cc552af,1,In-Person,213.31.184.134,Mobile
6666,2021-11-15 08:26:44,3262.05,Abram Date,5eaa9f3860dee92c37185ba0de16d6acc51c0da5cf3d1125edba22b07a8b552f,"Vora, Aggarwal and Bora",Ambala,INR,MasterCard,01/32,586fb943-e2ab-4bd8-bcc9-3af8da51e558,0,Online,117.198.22.21,Tablet
6667,2023-02-16 21:35:44,4536.82,Elakshi Bhasin,80a0d774bfb0539f59028479e55aa946e4e8f25cf72d7fdb881893876e62c2c8,Varughese Ltd,Khammam,INR,Visa,07/28,f3a5b008-ad2c-44bb-82dc-f5eac018db3f,1,Online,79.127.6.253,Mobile
6668,2022-12-14 10:42:13,943.79,Madhav Atwal,5ea929e4e8186d561861ac2d41ea94d019e513c8b1daed8874dc1e0d3857ec4a,"Varty, Sundaram and Randhawa",Mangalore,EUR,American Express,03/26,163bca74-4972-47ca-956c-d879d740bce7,1,In-Person,177.184.8.74,Tablet
6669,2022-09-21 13:01:12,2744.06,Yuvaan Varkey,87040de7f33574f399126c96069770df14be566b9349176fd62312800472e4b8,"Barman, Hora and Sibal",Rajpur Sonarpur,EUR,Visa,01/28,2321b392-7284-4163-8eba-b036f6389a68,0,Online,84.190.111.75,Mobile
6670,2020-01-22 00:45:16,1613.39,Miraan Bava,2866497fba4db7df80450a4d73e625bd1bc70b83d2ac9faae2f28033bc0a1e72,Cherian-Sule,Madhyamgram,INR,MasterCard,02/27,b36d25a5-e382-4e8f-9563-2752bea0c90f,1,In-Person,106.239.205.45,Tablet
6671,2021-12-01 19:14:59,2703.36,Keya Devan,34bfe53e5b31b1df65cb1f6fe291bc20f1ee15abcb61d3cac02fccbe709837a4,Dar LLC,Raichur,INR,MasterCard,11/23,c64cbc96-31a2-41d2-bec1-7cfcc3cfdd97,0,Online,173.66.132.159,Mobile
6672,2023-01-25 19:03:25,3694.03,Madhav Shukla,f6a101badf40b7fde0fd398d4568b100135e1103996376dc5df9788634e39326,Guha Ltd,Bhiwandi,INR,Visa,09/26,e832069f-c746-47d3-8427-f4ea360f685b,0,Online,12.230.10.36,Desktop
6673,2022-12-06 17:50:06,696.9,Shayak Sule,ba9f54ee6ca6daaf0bc0b6db8ed3cef952aaedafb254d472bede53c5ba2542ca,"Seshadri, Dora and Gara",Anantapur,INR,American Express,08/30,bfb7c70f-1667-4d2a-958f-129786aafaac,0,In-Person,209.83.69.128,Desktop
6674,2023-01-13 18:25:41,481.72,Gatik Lal,571269d69a88416b86056ec4da9244ece7733e08fc9da4e47af34bd92829cf99,Shankar Ltd,Tenali,USD,MasterCard,12/27,867614b3-aa74-4237-a1d1-136cf00904b4,0,In-Person,34.174.189.128,Desktop
6675,2023-02-28 12:52:27,2922.52,Advika Chowdhury,136a7bb49bf77ef580fe993ceb3a9d892ea4c9c0e6f2b005ec6e6a233fcba66d,Zachariah-Ramanathan,Bettiah,INR,Visa,04/33,4b3fe00b-a3bb-4c0c-adc7-1d6723c39442,1,In-Person,189.243.115.133,Desktop
6676,2021-02-22 19:34:40,4253.22,Mahika Aggarwal,fd9762227787a302da668c726e0dbcec53466fc017ecc285c137bf8a8f59c34b,Tripathi Inc,Ambattur,EUR,Visa,05/27,53a7414b-8952-490d-8e3a-0a4a274913c6,1,In-Person,134.0.146.140,Desktop
6677,2023-07-04 00:21:32,2357.41,Zara Deol,e0a38613e723e804a6bd851aaf1cfb94a76745651d1bc87838d1269e3d6ac9ec,Batra-Barad,Raipur,EUR,Visa,06/24,5fee88cc-fee0-4ad4-846e-5d02979c136f,0,Online,205.153.125.105,Desktop
6678,2023-08-06 16:45:06,2773.02,Prisha Sanghvi,9ef238a8fa9400ec5c215b53234da3fdc3364b25095612173e4cd6de8d8da6c8,"Gill, Bera and Sura",Kulti,INR,American Express,04/25,d815aaee-bcb8-4e6a-b3f9-9af991fdcf0b,0,In-Person,157.138.172.134,Desktop
6679,2020-04-21 22:11:50,4964.56,Parinaaz Sabharwal,f9cab418823dcf1a450a89285955610dbbe80fa1c02f369b8305ef2b3ad5fed8,"Sarma, Apte and Bir",Ahmedabad,USD,American Express,07/26,73034e9c-f336-4af9-b99d-b270c053ded8,1,Online,157.94.200.67,Desktop
6680,2022-11-13 21:04:33,199.48,Arnav Sawhney,03a28462aacb62f5a64be43219b1413ccd28e21e918ca9404adecb7f912071df,Walla-Wadhwa,Mango,USD,American Express,11/29,20ba1cad-127e-49ca-bd99-64cc3e92ba45,1,In-Person,163.129.248.142,Desktop
6681,2022-07-31 20:37:43,150.16,Anay Ghosh,5bd4a9e63eaec6c2df4265e9b318e2abd678e2347b9caa4fd1dbe75a21997941,"Suresh, Sachdev and Mangal",Jehanabad,INR,American Express,08/28,982ad63d-5d93-4538-9d3a-cd741b6308be,1,Online,162.85.114.33,Tablet
6682,2021-11-07 12:22:49,1959.21,Keya Sharma,663be3cb209adebc768c1a69e44895c1dff700dd2ca611f3dc06adfd9814cccf,Sundaram Ltd,Raichur,USD,Visa,09/33,ce91c92c-d90e-46b4-9090-59845dbc18db,1,In-Person,78.177.71.85,Mobile
6683,2020-10-29 03:52:16,4057.78,Kanav Chad,2957521a95822c00049efe064404d12f3a4e53abd1aaab8fd19d08fa27575b8e,Vohra PLC,Nanded,EUR,Visa,05/33,e68aa435-0a1e-4996-8d9b-541751c7912d,1,In-Person,185.29.236.219,Desktop
6684,2021-01-11 12:41:36,1557.7,Mannat Krishnan,043b63d718f517398e0c3ba19d1dd193a807685c68ac4c16c0395089f8caa7c9,"Borde, Upadhyay and Shanker",Khora ,INR,American Express,08/26,6d5b4d74-f5c2-469a-bdf5-011ff45d5ce2,1,In-Person,71.102.67.22,Desktop
6685,2021-12-28 01:22:22,2219.63,Sumer Butala,644b614de493a543595bbe51b658b5720a0523b59e7409bade854a74ea877cf3,Grover Ltd,Karaikudi,EUR,MasterCard,06/24,f5a80272-f1de-4cc5-b1ca-ca9ae653eaeb,0,In-Person,105.121.247.240,Tablet
6686,2023-07-10 00:38:03,4023.72,Eva Kala,a44a9e2edbbab5b43a702805c846e65d6169bc1ecb9f3227e48b9a9204e84d5b,Ganesan LLC,Sambalpur,EUR,MasterCard,07/31,91e96d82-39a3-4ebf-92af-0812fef84114,0,In-Person,115.130.1.252,Desktop
6687,2022-05-08 15:34:44,2342.1,Purab Kari,3e0b3c5b98ac0c1a522c5003cf303153fc2f946b37dc5f8d7ef25f4e7e6a13e3,"Mangat, Bora and Dutt",Belgaum,INR,MasterCard,01/31,5121ca77-0e1a-49b7-b4c8-c561559312aa,1,In-Person,182.143.206.236,Desktop
6688,2022-07-24 16:04:35,4243.92,Advik Dhaliwal,a893f30c1b5a495bc61154e3e7bcd1d3f0054abe05f1e1050346b047d5c2b77f,Reddy PLC,Anantapur,INR,American Express,12/23,7579da3d-06f0-4987-bf6f-6a48df8181d4,1,In-Person,195.214.160.19,Desktop
6689,2023-04-05 21:33:30,2466.53,Siya Desai,9c8b19da0893b209054c2e2ca309726edc04afb526986162e42c9d721b4b7513,Choudhary Ltd,Davanagere,EUR,Visa,07/26,1c7287e2-41fd-40ac-b52d-7fb7c4d0f5c1,1,Online,3.4.106.123,Mobile
6690,2022-11-29 12:43:45,4892.7,Charvi Thaman,c1085c9282ad85edc4e98ff8afcc0e4d2f9390b028b8e6c0dd4de453174c68de,Manda Inc,Alwar,EUR,American Express,04/26,c9293972-0eb4-40b5-a4a4-1620272c8541,0,In-Person,206.94.228.103,Mobile
6691,2023-05-19 04:03:02,3351.7,Mohanlal Shetty,c5ba79718e0bcecabcdc8a312cf9df8c451e9d555522178d9e6cb7bfae7b7ace,Chada Group,Belgaum,INR,American Express,07/32,b7b268e8-70c4-4bb3-8f62-d7f2d16460e6,0,In-Person,195.106.243.228,Desktop
6692,2023-05-15 07:28:18,1016.18,Kimaya Dhar,ad6e56fec3a25516cd5c876073befcf9feb23ba9b773ec19bb54e0d7b5501c02,Varty Group,Vellore,EUR,American Express,09/33,9fbf2457-86fe-4230-bb5d-fb2d5268e000,0,In-Person,67.196.83.93,Desktop
6693,2021-07-07 15:41:02,365.06,Manjari Sem,6fd3484191599185a735c9e1db4f514eb32f129833973d00d1f706e9a0d486a1,"Kannan, Choudhury and Vyas",Lucknow,INR,MasterCard,01/26,00878d90-13c6-4aed-9729-41da0b938073,0,Online,159.146.221.110,Mobile
6694,2020-07-01 21:25:24,2706.16,Indrans Bora,b92de31f8b1ad516d995b975ec7c9c704a3080a701f0110b60aa244d9f687118,"Kata, Rege and Bora",Meerut,EUR,American Express,01/32,6b4c7efe-1103-4086-8214-0aed8200c156,0,Online,194.31.58.104,Desktop
6695,2020-12-09 07:23:05,2456.27,Hrishita Chadha,4e46ce59afa1d41ee33c27b98af73cfaf587ad73a8162c9fabe3f4675a99f7a6,Sampath Group,Alwar,USD,American Express,12/24,a8bfa9d3-b460-4971-87fd-5eb95c5eebe8,0,In-Person,223.153.81.96,Desktop
6696,2023-04-22 04:23:28,3309.08,Vivaan Bassi,a442c239f131c2b700e92524919323bb086552876ade4c09ae9792f2a8a808b3,Chad Inc,Saharsa,INR,MasterCard,09/26,ce0d40d0-aefb-4465-959c-a3a612f47f03,0,In-Person,145.115.98.92,Mobile
6697,2021-01-29 16:35:39,3187.98,Eva Gara,0f504e0ccb2037f3958b890ac55a816dd2a8fb4f8c0b5077aacebd63113ece4c,"Reddy, Bhatnagar and Din",Kurnool,EUR,MasterCard,07/24,7fb237d2-62aa-4b4c-810b-eb704afd61f4,1,Online,163.115.58.181,Mobile
6698,2023-08-14 07:22:06,579.02,Veer Desai,ceaa8c360dbe53791e268c77f77e1ab05dc19db741aa34b7a9086d8d08191502,"Srivastava, Kulkarni and Raj",Bhagalpur,USD,MasterCard,09/27,54e4037d-bad1-4214-b502-559ea2dfa29e,1,Online,204.173.234.150,Desktop
6699,2021-01-20 14:39:20,4343.16,Miraan Bumb,c54cb1cef1eae0f18436d44e1b92ebe2a3d53e0c7c227cbfc7d637d7f69584f9,"Dara, Aggarwal and Raval",Kadapa,EUR,MasterCard,08/32,c46f399a-c76a-4c57-ad9c-267df499213e,1,Online,107.60.103.22,Tablet
6700,2023-02-26 11:08:07,4902.33,Jayant Deol,cb76ae4d1f0f71dbe895f06b1eccdc80035658e499f70659d5837a1ac1bbe387,Mahal LLC,Dehradun,INR,American Express,11/27,5293026d-d83d-4b2f-b2a8-92e4f3ad4375,1,Online,219.144.219.68,Mobile
6701,2021-05-06 23:38:29,143.16,Kavya Dass,ef71023c590c32a588997ab3c6160f49e8aaa9765bd256920fdffdb2cdc2c157,Lala Ltd,Moradabad,INR,American Express,07/32,764386d6-db14-404e-b048-9ed2f833f1a7,0,In-Person,2.91.3.231,Tablet
6702,2021-04-13 08:24:12,4773.69,Sana Bhandari,910fe30ba5c542cfd6850679fa2304ad910a11bc9ffad1fa205510ef91c1756d,Brahmbhatt-Sankar,Sasaram,INR,American Express,05/33,3b8d0b24-5540-4c27-931a-0341897fcea0,1,Online,62.251.87.236,Tablet
6703,2021-05-12 06:25:29,4649.69,Eva Khurana,417b6fae6d8ad7fc2368b7d41738548ee58739d43432d69aef2cd30ff54164b0,Sarkar-Raj,Sambhal,INR,American Express,12/25,2f2c5538-d751-4958-8ce8-edb9f68632e9,0,In-Person,152.142.166.253,Mobile
6704,2021-09-25 15:49:27,4782.54,Rati Sant,c0a6ceec5de472c31cf617e72c8a44768b88f59473d26dbdfda99b4aa795af5b,Johal Ltd,Sultan Pur Majra,EUR,American Express,10/26,14de2c31-eb55-4d25-9b62-bf2f4bf82f94,1,Online,161.110.16.119,Desktop
6705,2020-01-08 07:49:54,4430.59,Fateh Srinivas,0aaeab8b3352035529ce55433552b65e195467d2689d0b8620fd0118b4a3df13,Doctor-Krishnan,Nadiad,INR,Visa,03/27,5d5490d7-5633-46e1-8c48-d8ba2abfaaa1,0,In-Person,221.85.194.6,Desktop
6706,2020-09-13 18:08:25,4743.92,Taimur Dhillon,0615d498aee8a9d0ab0bce60f609c29410666496f3bf23d24cc757e88cf9f4fc,Bhandari-Lata,Rajkot,INR,Visa,09/26,ca559c1b-0740-4e9b-83d4-12259bc3ae46,1,Online,28.56.134.163,Mobile
6707,2023-01-25 04:30:58,2019.79,Mannat Shroff,710e7d2e620627fcd2844994828f9307107ff828ee20d2e998cb6b1b5be29e38,Bakshi-Yogi,Kishanganj,INR,Visa,03/33,84b0944c-487f-4b04-9c58-167dee3e0032,1,Online,199.204.103.217,Desktop
6708,2022-03-31 22:02:42,645.83,Manikya Ratti,ffdf2a9ef8a5802f15474f6a57e36c9d9c2c8196e232002314410a586bda8e8a,Sule Ltd,Junagadh,INR,Visa,07/32,5b55945d-e71b-453a-a5d4-0cc011faa5eb,1,In-Person,195.86.223.255,Desktop
6709,2023-01-21 07:28:57,3548.13,Diya Vora,d9cccd468996ee74fb30aede081f8c3b8d63ba4eb8780e4ccaa59103139880cf,Thakur-Chatterjee,Karaikudi,USD,Visa,05/24,45bd1744-aef0-41b6-ae82-377ed02fb9a7,0,In-Person,194.216.96.62,Mobile
6710,2021-03-15 20:18:11,2834.26,Hridaan Deshmukh,9e6fba4671b8541f730c8a86b6ba2b02fa970ca4d87e1afa165805069947ac2c,"Sami, Divan and Saini",Serampore,INR,American Express,06/30,8fc7ac99-2ab4-43bf-9055-44995668510a,1,In-Person,202.128.31.111,Desktop
6711,2022-12-03 11:27:29,2691.38,Amani Kala,73308ef7408dcb93ff42aba368d32964c8d3fc40a270047b1bde711e66616229,Raj PLC,Karaikudi,INR,American Express,06/30,363a1205-73fd-4f3f-9b6b-ef0205c41db3,1,Online,201.147.103.209,Tablet
6712,2020-09-22 16:43:53,255.83,Jayant Iyer,ad35eb657e942a978845e376a7873277a5ad36090a83dc3deb6ac0d6f8906a70,"Guha, Ramaswamy and Dhar",Bhimavaram,USD,American Express,11/29,a63fd026-fd73-42b9-88d1-6e3947030a66,0,In-Person,180.227.209.156,Desktop
6713,2020-06-09 09:10:17,2281.84,Aarush Bajaj,1ab2b556c105448642e755b1986b9b4f526f7694cad0fddf4c9cb572ee3f15b8,Wason-Vala,Hapur,EUR,MasterCard,06/31,c642f141-ecae-4996-8a28-58cebc3bd1fd,1,Online,156.51.33.102,Tablet
6714,2022-06-19 06:49:31,146.19,Devansh Mann,640dddda9e73697fe3a80c53fd5d4f02dd09384746f83e1d28c19d7ccc85e756,Ray Group,Pune,USD,Visa,02/27,34b97d7b-5c8a-4b7d-82ad-2f1355fdffe7,1,In-Person,192.7.105.217,Mobile
6715,2022-02-04 15:37:20,2295.36,Chirag Bahri,37ffe46674e80d875b96c1f06f1b0adb0ebac2ed0d31c03cdb90a48196ef386d,Srinivas-Kade,Bardhaman,EUR,MasterCard,04/28,5e6c72a4-0262-466a-9b39-a95b32759265,0,Online,145.6.128.242,Mobile
6716,2021-03-24 23:17:50,4215.15,Advik Roy,42e0e2697a841091826e1ddb7399386874826e32ff3a9c2385ba1f3b18f97239,Loke LLC,Naihati,EUR,Visa,05/26,abc4bd84-c7ec-49c2-a385-1e608106b945,1,In-Person,216.122.144.184,Mobile
6717,2020-12-12 08:43:24,3259.4,Heer Rastogi,0a4b3ddaa68e96ebda5d045b1a7e13f3dbe23b1db889f46aee802f628c9661b1,Saini Ltd,Visakhapatnam,USD,Visa,09/25,26efd408-a7f1-49d1-b47d-22bfb91ac6c3,1,Online,83.241.198.39,Tablet
6718,2020-07-06 02:33:01,2543.77,Jayant Gaba,18f8da38d519f7c3e0394f8203cf350d9523f9053d7ca670f852e3af7a2ae04b,Shroff PLC,Bidar,EUR,MasterCard,05/33,975e3eb6-4033-44d4-86eb-73707e2b4f60,0,Online,133.198.86.248,Mobile
6719,2020-01-17 10:36:42,4375.42,Parinaaz Barad,577e06ae003142f5256cdad06fac4b87b0743a52eeab984c04cb3a6231e85b0a,Wagle-Bobal,Alappuzha,INR,American Express,07/33,76da824d-af09-4a2e-9f1e-e2173aee7a3c,1,In-Person,185.123.173.230,Desktop
6720,2021-09-29 18:23:12,1569.99,Pranay Kohli,dcbf467d5759989e9bc8997cc624309e194c522b9d9eaa7f6719150c55d9a40a,Madan-Chand,Thanjavur,USD,American Express,04/27,76176733-d8ee-4222-8405-330bf1e5fa31,1,In-Person,3.182.177.29,Tablet
6721,2023-01-22 04:10:01,681.03,Miraya Mani,599f5ecb342d5869f7a29a618bad8674220aad7e0a28397013dbab6dc78bba12,"Chatterjee, Tailor and Sehgal",Meerut,EUR,MasterCard,11/25,901e0ca3-3dce-47e7-a126-3089575c530a,1,In-Person,118.46.241.165,Desktop
6722,2022-08-03 13:45:24,4506.62,Riya Dasgupta,2da146132495be6b9a8449cb234e34c3bc022acc74adc95c4d3953a92ec8bf6e,"Choudhury, Bhasin and Bhasin",Darbhanga,EUR,American Express,09/29,4336b7d2-7cbb-4477-a47a-521581e7b067,0,Online,69.23.38.196,Desktop
6723,2022-07-27 09:48:16,1054.04,Gokul Bajwa,76e9c8d934621571b88e8aeca28b623cbfee6c9318906fd6a163ebfdaa74f6b3,Varghese Ltd,Hosur,INR,American Express,06/33,3200f643-71df-429f-b779-4bda4848a67c,1,Online,160.254.57.139,Mobile
6724,2022-07-03 18:27:52,67.13,Lavanya Issac,c070d17e24e434d4a70c3f5ec41db564e1bc36c2769b446343439f06392cb286,Sha Group,Danapur,USD,American Express,09/24,b99e5066-897a-4690-bebb-7bf804b8cc67,1,In-Person,180.228.138.121,Tablet
6725,2021-03-07 23:45:53,1163.59,Pihu Ramesh,ad547fbf49a83e69e87220a08e2f0bebac4d62438c5a01cbd3956667e883b84b,"Badal, Shenoy and Biswas",Warangal,USD,American Express,12/30,d34a2eac-c950-40a4-8fa1-e992a033ef5c,1,Online,211.157.20.65,Mobile
6726,2021-07-21 02:32:41,241.91,Abram Verma,e7239fe4e2c85656952805397047eea3b5e418bf1ece210529f1664e584cea4f,Chowdhury PLC,Kirari Suleman Nagar,EUR,Visa,07/25,3407ebd3-7df2-4c65-9050-1d936dcef0e0,1,In-Person,1.253.29.237,Mobile
6727,2021-03-26 09:51:00,108.41,Sara Sule,33ec54a416566717f516d7ed147461ca1e663a10d4b05cce7fa6420c00545db5,Ganguly-Gandhi,Ahmednagar,INR,Visa,10/31,68c11fe2-f9ef-434d-acd7-5685434f6a70,0,Online,202.94.29.239,Tablet
6728,2023-09-16 19:48:36,2875.88,Vaibhav Balakrishnan,44de8b28e6bae9075139a51df777211da614446df0e288f4f6d36b3094d61e7d,Dave Ltd,Chandigarh,USD,Visa,01/26,ea7cd3bb-5040-48ac-9991-b32766d17594,1,In-Person,23.50.56.183,Mobile
6729,2023-05-07 11:50:31,32.73,Advika Malhotra,e3138a0312db85415032d07b8d7abd72ff9fc21d7b78360c148839a1d477cbc7,Sharaf-Borah,Thoothukudi,USD,Visa,03/25,169799ee-a146-4c7b-8419-67a5d4c466ea,0,Online,40.86.177.109,Mobile
6730,2022-05-26 11:59:06,783.8,Himmat Kumer,219ea02c2e29ed589415ea38ce9b56eeda88c45e3852fbbcb09d1f9783751a96,"Koshy, Kapur and Desai",Udaipur,INR,MasterCard,12/29,e21f5e81-40a3-414c-a13b-ae71bba01803,0,Online,16.184.100.57,Desktop
6731,2022-03-27 07:55:30,4080.71,Shayak Som,dff7924467328bfd65982d9068c3c413137fd20fb26de7a7e0989eb77da90ccf,"Sibal, Bhatti and Kata",Noida,USD,American Express,01/28,ca862c83-3b65-4eea-b93a-df65675d7b5c,1,In-Person,61.207.96.86,Tablet
6732,2021-10-11 11:08:24,2853.61,Alia Raval,8b2fecd0e025bee70ade77d676bd4e2ed773cfeed76dfceecd64271b1e9e0772,Deshmukh-Sami,Rajkot,INR,American Express,12/30,d1955806-99fe-4c1c-965d-826d1cf8c562,0,Online,47.239.165.204,Mobile
6733,2022-02-25 16:40:47,37.63,Vardaniya Bora,23f02b883ad9d9722259e122b6e64893566672198b1ee7ec748b5df981c02ef4,"Gopal, Dara and Ramakrishnan",Rajkot,EUR,American Express,05/28,84b89b39-1ffb-4171-847e-3913d2a9cfd9,1,Online,119.113.106.237,Tablet
6734,2020-11-13 04:28:47,4437.76,Indranil Singhal,90cb643a212cf79c64d534b885ac26b8e5c260ccb7d957311f348671cb4424b7,"Madan, Bawa and Chander",Latur,USD,MasterCard,01/26,919b2ada-d895-4866-86e8-56559324900a,1,Online,203.5.37.95,Mobile
6735,2021-06-18 16:01:29,1068.49,Pari Chokshi,0a39540d9615c85d0d063b86ab54d83280c4166b56ee9c60cadb07bfb272cf61,Dhawan-Devi,Sri Ganganagar,EUR,American Express,12/23,792e8735-42fd-4dbe-b8c6-885f683862b7,1,Online,186.29.124.35,Desktop
6736,2022-08-27 22:09:18,159.22,Adira Agrawal,391aab6774fe284e7d3de4062db559d32bc6e06db2fe831014aee589c7e41a50,Tank-Dugal,Arrah,USD,MasterCard,08/24,b90de2c5-daa1-4794-9a7a-ded33408dcfd,1,Online,188.85.89.245,Desktop
6737,2023-03-02 06:06:58,1841.45,Sahil Thaman,4f3476f57290e3d6c6350728e966bf1438a29d78900ad2cc1ea1e16c89f0f286,"Khanna, Kalita and Gara",Jamshedpur,USD,American Express,08/27,e224e852-642d-4bf3-ae8f-011ab22aafab,1,Online,20.130.168.195,Mobile
6738,2022-01-08 14:45:22,4019.55,Anya Mallick,eb56f3c54b5e8963f90983e38aafd7354cab5ffc9aba7c786ee85b9e1785f232,"Singh, Amble and Ghose",Sambalpur,USD,American Express,05/29,b74a9eb1-27d2-4df9-8764-b409e35e08b2,0,Online,31.136.228.221,Desktop
6739,2020-04-02 17:45:26,30.15,Yakshit Sule,a769da2c86636756bd8822fa1b6d304657c1c7dd1555dca7a4866c4746d4076b,Bhalla-Dora,Jaunpur,INR,Visa,05/26,064cbf11-9894-4702-bdb0-a406e22055ec,1,Online,134.37.70.121,Desktop
6740,2022-01-03 10:09:22,3275.24,Eva Balasubramanian,c587aa5a80ef6cc85404f004b95711fcedbdbd270975ed6100b5e78498a76b83,Sankaran-Shah,Panihati,EUR,American Express,11/28,e23e3d52-0164-431a-b0cc-b41f44e1bd62,0,Online,214.134.170.190,Mobile
